#{"t_start": 1560275978.8383784, "env_id": "Diplomacy_Negotiation-v0"}
r,l,t
830.0,32,9531.825471
370.0,32,9596.750095
30.0,40,9676.519558
30.0,41,9764.25646
330.0,40,9847.356129
-220.0,34,9932.990471
560.0,40,10010.292442
310.0,40,10093.646607
-80.0,36,10191.690381
580.0,41,10278.813234
0.0,28,10341.056868
620.0,40,10423.056104
360.0,40,10503.846683
460.0,40,10584.763175
670.0,40,10665.384787
290.0,40,10750.066886
-110.0,40,10825.854284
480.0,28,10882.590029
430.0,40,10964.158867
250.0,41,11044.785529
90.0,40,11139.215056
-260.0,16,11219.031049
220.0,40,11303.822747
-160.0,32,11382.570617
280.0,30,11443.711463
270.0,41,11526.304853
310.0,41,11618.1504
810.0,40,11697.062806
-20.0,40,11782.460674
410.0,41,11863.497008
-200.0,20,11943.612619
-230.0,18,12015.700459
560.0,41,12093.12011
1540.0,40,12178.274493
-150.0,28,12257.142745
-110.0,40,12334.200421
500.0,40,12414.824666
-210.0,22,12486.93835
-60.0,32,12554.756329
370.0,40,12639.421601
350.0,41,12721.242018
320.0,41,12808.320553
160.0,40,12892.229296
40.0,41,12975.526533
960.0,41,13066.430114
-240.0,12,13145.205123
-100.0,32,13221.634791
-250.0,18,13299.792266
0.0,40,13381.74031
-90.0,34,13474.981651
390.0,40,13561.043904
160.0,40,13642.757725
-100.0,26,13696.817302
100.0,40,13783.276996
1450.0,41,13863.821768
590.0,41,13944.697657
970.0,40,14029.837471
1320.0,40,14117.76674
-90.0,40,14198.996861
290.0,40,14284.539083
50.0,40,14364.121029
-120.0,36,14433.243418
240.0,41,14523.130901
500.0,40,14606.206559
290.0,41,14696.09052
470.0,40,14777.342674
350.0,40,14859.33584
580.0,28,14919.408638
-160.0,28,15013.067308
730.0,41,15103.033395
90.0,40,15189.974711
-70.0,40,15272.202906
210.0,41,15373.403374
390.0,40,15457.894479
360.0,40,15538.519452
70.0,34,15609.948627
430.0,40,15691.117428
360.0,41,15780.252134
410.0,41,15862.998269
-190.0,22,15944.353005
160.0,40,16024.915016
200.0,40,16101.711758
360.0,36,16176.29817
90.0,40,16262.684654
1510.0,32,16335.490295
420.0,40,16419.336426
170.0,40,16496.744797
30.0,40,16578.262498
930.0,40,16662.636855
120.0,40,16745.433394
-20.0,40,16830.971112
320.0,40,16912.789505
1350.0,40,16995.22978
340.0,40,17080.606389
90.0,40,17160.937143
1090.0,40,17242.813972
480.0,40,17324.609963
100.0,41,17406.31846
210.0,40,17484.063185
30.0,40,17564.361254
620.0,41,17648.249058
500.0,40,17734.597913
110.0,40,17820.170205
-200.0,20,17905.890023
-270.0,14,17983.316766
260.0,41,18067.305557
280.0,40,18150.584886
360.0,40,18239.530715
340.0,40,18315.319069
-180.0,28,18402.551902
-220.0,16,18482.357725
-90.0,32,18547.295584
60.0,40,18631.688074
390.0,40,18714.376095
840.0,41,18800.388074
-210.0,30,18882.674413
140.0,40,18968.807326
370.0,40,19055.234417
740.0,40,19135.873706
700.0,40,19213.403553
-190.0,38,19306.18062
10.0,41,19387.97228
20.0,40,19479.89179
380.0,40,19556.625259
590.0,40,19639.741118
610.0,40,19721.127573
370.0,30,19785.526044
110.0,40,19874.680684
870.0,41,19957.839623
300.0,41,20048.021832
-160.0,30,20128.293774
650.0,41,20210.391197
330.0,40,20296.673234
70.0,40,20380.940243
1460.0,28,20439.281181
800.0,40,20524.536467
380.0,41,20612.337001
290.0,40,20694.655664
620.0,41,20783.792669
670.0,41,20869.047189
110.0,40,20954.142811
110.0,40,21045.75488
40.0,32,21115.847075
360.0,41,21194.598412
-80.0,40,21275.02305
790.0,40,21365.545492
-10.0,40,21447.461953
490.0,24,21497.581636
480.0,40,21580.28185
360.0,38,21658.002805
430.0,40,21749.922167
490.0,41,21830.864839
120.0,40,21915.755761
820.0,41,22003.295141
240.0,40,22084.991701
1590.0,40,22167.469041
110.0,40,22253.680311
1170.0,41,22343.11421
220.0,40,22429.036973
-240.0,14,22509.568485
210.0,40,22598.862727
1020.0,41,22694.775145
10.0,40,22778.985186
40.0,40,22861.84328
-60.0,22,22915.576576
220.0,40,23012.25523
300.0,41,23093.848645
1570.0,32,23166.394628
-230.0,32,23256.573636
1320.0,41,23347.904048
650.0,40,23429.33042
230.0,40,23512.001764
650.0,40,23595.363541
680.0,40,23677.47748
1820.0,38,23759.650352
430.0,41,23846.265367
310.0,40,23936.248613
400.0,41,24024.372731
-280.0,14,24108.864469
170.0,41,24193.563441
-170.0,30,24282.893098
220.0,40,24373.237993
220.0,40,24458.906591
-240.0,20,24517.152711
1540.0,36,24594.33116
-20.0,40,24684.86074
460.0,41,24767.783885
-210.0,18,24847.998369
140.0,40,24929.982283
-120.0,38,25015.87866
530.0,40,25105.075008
-150.0,40,25185.207156
430.0,40,25271.993444
-240.0,22,25354.231169
30.0,32,25426.202014
50.0,36,25502.209227
480.0,40,25585.460268
290.0,40,25674.670882
290.0,40,25764.039504
370.0,40,25848.149132
-150.0,32,25934.508792
-90.0,40,26014.93038
410.0,41,26105.801813
450.0,40,26193.357679
-260.0,16,26267.447849
40.0,41,26355.310142
540.0,41,26436.904233
300.0,41,26521.361274
100.0,32,26591.11687
-110.0,32,26686.048891
50.0,34,26762.014126
-290.0,8,26849.701674
450.0,41,26938.938775
-70.0,36,27024.142339
290.0,41,27112.254135
420.0,40,27195.557152
540.0,41,27291.02389
-280.0,14,27373.960701
70.0,40,27468.439566
-280.0,22,27557.001792
470.0,40,27653.827527
310.0,41,27747.322695
-30.0,40,27834.105748
-170.0,24,27913.054634
500.0,40,27997.493421
-200.0,34,28073.073111
-130.0,36,28157.746964
240.0,40,28244.524055
-60.0,38,28328.436384
1570.0,32,28400.374565
1600.0,36,28480.07954
-110.0,36,28554.041766
400.0,40,28644.406737
-80.0,30,28714.803216
400.0,40,28798.105926
260.0,40,28889.521762
200.0,41,28981.839279
540.0,32,29052.253991
1690.0,36,29138.764777
0.0,40,29228.285281
1590.0,40,29319.101646
80.0,41,29404.562349
350.0,40,29495.664111
20.0,40,29578.0885
400.0,40,29666.753744
350.0,40,29750.767098
130.0,40,29835.673981
470.0,38,29917.442862
550.0,30,29987.423178
370.0,40,30074.80691
410.0,41,30160.852305
220.0,40,30246.983569
-40.0,38,30332.009423
330.0,40,30422.174539
670.0,40,30513.209685
170.0,41,30594.227878
340.0,41,30684.743429
-100.0,34,30772.221298
90.0,41,30856.380897
120.0,40,30941.925542
1560.0,34,31012.917225
170.0,41,31099.493521
210.0,41,31199.325536
300.0,40,31290.436224
730.0,40,31376.809273
270.0,41,31461.92828
50.0,41,31543.719476
500.0,41,31629.318192
370.0,40,31719.310056
1330.0,40,31803.799614
430.0,41,31893.33028
-80.0,36,31974.345518
380.0,41,32058.465673
390.0,41,32147.693693
-220.0,22,32225.220126
-20.0,34,32300.013211
240.0,40,32389.325634
450.0,41,32471.971712
40.0,38,32552.61133
310.0,41,32639.782607
110.0,41,32726.272509
-260.0,16,32813.622608
650.0,41,32903.296058
-190.0,34,32989.084849
-240.0,24,33080.489528
380.0,40,33172.235499
540.0,38,33265.420313
570.0,40,33354.478959
170.0,40,33446.493705
1110.0,40,33533.249726
370.0,40,33628.487675
420.0,40,33714.436405
900.0,40,33808.349276
140.0,40,33897.329538
30.0,40,33986.204498
