#{"t_start": 1559916990.83382, "env_id": "Diplomacy_Negotiation-v0"}
r,l,t
1550.0,38,13434.403996
-260.0,12,13515.972459
300.0,41,13594.347831
650.0,41,13674.307355
-250.0,16,13752.15964
1110.0,40,13841.167748
150.0,41,13929.537108
40.0,41,14010.962283
500.0,41,14096.920197
-240.0,28,14177.823385
410.0,41,14263.575991
0.0,41,14352.957441
670.0,40,14435.448052
150.0,41,14533.789763
820.0,40,14621.485323
1490.0,40,14707.47423
750.0,40,14792.982129
380.0,41,14875.59047
620.0,40,14961.822914
-250.0,14,15047.703541
30.0,36,15121.250532
-100.0,28,15183.020276
-230.0,30,15274.406629
-290.0,32,15362.50396
340.0,40,15446.553082
-150.0,22,15507.437237
130.0,40,15591.289935
1540.0,28,15650.746636
320.0,24,15703.476509
150.0,40,15791.797616
-260.0,14,15858.076551
-100.0,40,15942.592518
490.0,40,16031.164027
-200.0,26,16115.641976
0.0,41,16201.491053
200.0,41,16292.694815
410.0,41,16380.50899
480.0,40,16470.283759
480.0,41,16557.325759
200.0,40,16639.230794
390.0,40,16722.138879
360.0,41,16808.699968
260.0,41,16893.09211
-190.0,22,16976.907887
450.0,41,17067.702513
-230.0,12,17146.384212
680.0,41,17228.792155
310.0,40,17318.888356
450.0,40,17401.036006
510.0,40,17493.018318
-180.0,18,17574.476455
270.0,41,17657.434546
240.0,41,17748.360364
120.0,40,17833.976959
70.0,34,17905.572809
300.0,40,17991.647652
350.0,40,18079.84348
50.0,32,18145.457063
700.0,40,18230.555324
1060.0,40,18315.23073
610.0,40,18415.379267
60.0,41,18515.987384
-60.0,32,18590.572594
810.0,40,18678.306273
10.0,41,18765.886448
420.0,40,18849.111693
190.0,32,18917.275003
460.0,41,18997.589241
260.0,41,19088.07751
-50.0,38,19176.837271
400.0,40,19258.710282
160.0,40,19349.481397
250.0,40,19433.050089
340.0,41,19520.085092
460.0,40,19600.689463
450.0,41,19688.975213
370.0,41,19781.087096
270.0,40,19869.348631
320.0,41,19949.592797
710.0,41,20047.278237
-250.0,24,20120.298275
120.0,40,20198.530443
400.0,40,20283.432645
510.0,40,20370.422368
20.0,41,20454.343817
-130.0,24,20536.277236
120.0,40,20619.90469
60.0,41,20704.720673
300.0,40,20791.779537
-120.0,38,20875.449381
550.0,41,20957.503186
330.0,40,21043.393454
220.0,38,21128.073236
1400.0,40,21220.813497
370.0,41,21306.890077
170.0,40,21389.693207
190.0,41,21478.654005
410.0,40,21562.641187
-50.0,36,21678.73365
-170.0,36,21755.101702
910.0,40,21846.653748
