#{"t_start": 1560150494.3026621, "env_id": "Diplomacy_Negotiation-v0"}
r,l,t
680.0,40,9383.086237
-10.0,76,9536.730506
620.0,40,9615.096616
-210.0,34,9695.741619
-10.0,34,9763.77034
890.0,40,9848.584986
-100.0,32,9925.367624
-150.0,18,10007.086374
560.0,32,10085.496108
400.0,41,10176.374504
840.0,40,10251.273584
-200.0,24,10318.749404
410.0,41,10401.967249
600.0,40,10490.177192
190.0,40,10578.543344
230.0,40,10657.517686
-230.0,14,10724.580092
240.0,40,10810.823544
0.0,40,10889.082156
460.0,41,10981.360051
1390.0,40,11062.831306
380.0,26,11117.12618
460.0,41,11202.194474
-200.0,16,11256.766188
120.0,40,11340.154592
-110.0,28,11415.84886
-120.0,30,11495.596957
1060.0,40,11574.531447
400.0,40,11654.77662
420.0,40,11737.902531
260.0,36,11815.119044
20.0,32,11876.163092
70.0,26,11940.876915
1170.0,41,12021.922062
160.0,40,12104.572605
250.0,40,12188.703259
-210.0,26,12257.899933
500.0,40,12340.740649
340.0,41,12424.594868
-240.0,16,12500.231174
420.0,40,12578.736425
320.0,40,12661.869809
-260.0,26,12740.215848
30.0,40,12823.137756
350.0,41,12912.500508
440.0,41,12994.049011
-200.0,26,13049.950402
110.0,40,13133.159992
620.0,40,13215.653098
330.0,40,13305.097773
320.0,26,13361.974725
330.0,40,13439.245225
-70.0,34,13521.096808
790.0,41,13608.224679
-210.0,16,13669.49703
460.0,40,13752.211307
-50.0,41,13832.3557
190.0,41,13913.026465
250.0,41,14002.122323
1070.0,40,14083.682111
560.0,40,14170.110492
400.0,38,14245.264265
240.0,41,14327.85894
1290.0,40,14411.068485
310.0,41,14498.772578
-200.0,20,14575.869468
400.0,40,14663.941853
-80.0,24,14738.488568
340.0,40,14818.432301
360.0,40,14901.974702
340.0,40,14990.821168
400.0,41,15072.404411
140.0,40,15150.166119
310.0,40,15229.216682
290.0,41,15311.845947
170.0,40,15389.591724
360.0,40,15467.685518
-110.0,30,15550.429494
130.0,32,15618.976769
480.0,40,15710.433769
-200.0,24,15796.233557
640.0,41,15878.964311
690.0,41,15956.521938
320.0,40,16036.771861
1200.0,40,16118.916471
170.0,40,16205.039221
-90.0,34,16274.107414
-150.0,28,16355.320272
520.0,41,16439.702272
450.0,41,16530.169931
100.0,41,16611.561115
-20.0,36,16680.706926
-240.0,18,16761.103203
620.0,41,16844.557202
1010.0,40,16926.623295
160.0,41,17009.797869
-120.0,32,17089.407175
600.0,41,17173.040232
520.0,40,17264.66954
320.0,41,17364.517999
-120.0,22,17440.449436
660.0,38,17516.266644
330.0,40,17605.412387
250.0,41,17689.279947
130.0,41,17770.253582
510.0,40,17856.550189
-220.0,18,17937.77646
220.0,41,18027.052987
440.0,40,18108.777373
20.0,40,18189.297252
290.0,41,18270.34861
210.0,40,18350.826497
460.0,40,18433.076185
480.0,40,18513.804678
410.0,41,18593.659119
670.0,41,18675.477268
770.0,40,18762.768855
350.0,40,18844.837939
350.0,41,18932.276761
1700.0,32,18998.901309
-160.0,20,19062.239029
540.0,40,19141.081362
530.0,40,19227.001326
430.0,41,19313.919345
-200.0,16,19391.751863
270.0,40,19473.389765
110.0,40,19571.4034
370.0,40,19650.965121
230.0,41,19730.037681
-100.0,28,19792.240041
610.0,40,19882.941173
790.0,40,19964.829699
120.0,30,20027.580396
110.0,40,20107.585504
510.0,40,20190.765775
230.0,40,20282.023121
-220.0,14,20345.506786
1140.0,40,20428.612094
-200.0,14,20510.46434
-220.0,18,20587.789846
1770.0,34,20660.080952
790.0,40,20739.588075
50.0,40,20825.941261
100.0,30,20889.625689
-190.0,30,20954.097587
-140.0,26,21045.598662
650.0,40,21131.80135
260.0,40,21221.131485
-100.0,34,21306.212078
-200.0,22,21847.663707
1070.0,41,22044.441646
1640.0,80,22549.186563
370.0,52,22880.352106
10.0,72,23407.830478
80.0,76,23953.09287
-240.0,16,24503.350874
-170.0,26,24636.437087
-50.0,34,24807.066052
750.0,72,25269.164802
-170.0,22,25450.476484
-40.0,42,25710.451911
-100.0,54,26108.221276
220.0,88,26727.730159
1150.0,41,26964.931516
230.0,54,27313.588614
600.0,18,27399.206153
-80.0,32,27637.496378
230.0,24,27736.909376
1530.0,68,28170.414541
280.0,48,28479.021921
-120.0,38,28877.404964
-160.0,24,28953.011699
320.0,34,29023.024228
370.0,28,29082.234939
300.0,40,29166.791226
-200.0,30,29247.414241
900.0,40,29335.341565
-100.0,30,29414.370396
-130.0,28,29494.719417
-270.0,24,29571.43262
310.0,40,29651.551373
-140.0,32,29733.915454
470.0,41,29812.532581
310.0,40,29895.080144
-340.0,14,29971.0277
310.0,40,30052.818012
670.0,40,30139.731966
-140.0,36,30222.163163
220.0,40,30305.858172
490.0,40,30387.94884
-160.0,28,30473.559571
350.0,40,30551.812296
160.0,41,30634.790776
180.0,41,30719.93854
-240.0,26,30799.557122
150.0,40,30878.118401
140.0,41,30963.702569
70.0,40,31047.257503
200.0,40,31126.781663
-110.0,36,31206.547606
-150.0,40,31292.870463
390.0,40,31372.067782
-220.0,20,31427.292522
-230.0,30,31508.927107
180.0,26,31565.28119
170.0,40,31642.368188
-290.0,26,31726.261554
400.0,41,31810.821711
490.0,41,31894.211607
100.0,28,31952.622936
0.0,40,32034.876595
-220.0,18,32115.278292
460.0,40,32202.391376
-220.0,24,32278.560007
440.0,40,32362.132568
30.0,41,32454.335726
40.0,38,32528.301883
50.0,32,32601.071476
650.0,40,32684.620339
410.0,41,32767.840257
-90.0,28,32848.568846
40.0,40,32926.553928
-100.0,36,33006.641684
-100.0,26,33061.264481
240.0,40,33140.720103
120.0,41,33224.035991
90.0,40,33309.725837
160.0,40,33394.420604
240.0,40,33475.359362
310.0,41,33558.619609
440.0,40,33640.096197
10.0,40,33724.876564
420.0,40,33802.100724
340.0,41,33890.127739
-40.0,40,33975.161524
80.0,41,34054.555581
620.0,40,34141.698052
-180.0,28,34221.996029
450.0,40,34312.066978
330.0,26,34369.135214
260.0,28,34430.193562
-270.0,12,34503.274375
450.0,41,34595.021003
250.0,30,34652.853933
1670.0,32,34720.66709
250.0,41,34805.726653
-210.0,18,34855.554789
390.0,34,34924.007928
280.0,41,35008.069689
460.0,41,35092.768028
-270.0,20,35171.688316
370.0,41,35250.580953
430.0,40,35332.130124
-190.0,24,35407.951902
40.0,40,35492.731641
-190.0,18,35569.688006
380.0,41,35656.347576
630.0,40,35739.824998
1650.0,32,35810.197213
-190.0,28,35898.724102
-130.0,38,35977.73652
1390.0,41,36063.759123
1280.0,40,36147.890552
370.0,40,36231.601336
100.0,41,36318.933977
670.0,40,36405.178573
420.0,41,36489.618632
90.0,40,36571.33518
320.0,32,36639.227758
-210.0,18,36721.906412
90.0,30,36789.629532
1700.0,36,36865.0762
90.0,41,36947.500676
-190.0,22,37006.231704
470.0,40,37093.213509
-20.0,34,37161.689224
-10.0,40,37248.028335
210.0,40,37334.417401
350.0,40,37414.610587
280.0,40,37498.944611
400.0,41,37583.554729
120.0,41,37673.846448
-10.0,40,37756.365619
380.0,41,37842.696398
950.0,41,37930.688315
190.0,40,38013.628469
850.0,38,38105.836743
450.0,41,38192.707693
330.0,40,38281.199798
-220.0,20,38348.372964
-120.0,26,38427.453205
300.0,30,38496.336643
460.0,40,38581.584894
200.0,40,38672.535255
1640.0,34,38748.539669
-120.0,36,38840.31605
100.0,34,38912.483463
240.0,40,38994.051488
-150.0,34,39079.346031
-170.0,32,39168.741765
-160.0,24,39250.815135
360.0,41,39335.744621
330.0,28,39398.403558
-80.0,32,39487.718321
1590.0,22,39541.579586
20.0,41,39628.745736
-150.0,30,39714.532768
180.0,36,39797.975201
110.0,34,39874.528035
1190.0,40,39961.186507
0.0,30,40030.591738
-250.0,16,40115.525267
330.0,40,40208.668031
20.0,40,40294.988725
460.0,41,40385.084638
400.0,40,40472.121312
390.0,40,40565.22359
130.0,9,40778.156354
-150.0,32,41258.774858
450.0,102,42194.205566
590.0,122,42955.076238
1780.0,96,43554.767659
20.0,36,43782.742869
1750.0,80,44288.353948
140.0,38,44528.392269
10.0,54,44870.820043
180.0,68,45555.198586
20.0,54,45894.814964
-280.0,22,46047.045552
