#{"t_start": 1560310011.4543948, "env_id": "Diplomacy_Negotiation-v0"}
r,l,t
150.0,40,23532.845819
590.0,40,23625.036833
-200.0,26,23714.291799
490.0,40,23798.585083
260.0,41,23890.252517
230.0,41,23978.283507
-120.0,40,24066.643099
120.0,40,24154.656641
120.0,32,24226.630602
420.0,41,24326.138401
-210.0,26,24398.812243
300.0,41,24489.145733
250.0,41,24584.96007
-150.0,28,24679.375654
450.0,40,24777.111353
580.0,40,24867.353555
170.0,22,24921.266309
490.0,41,25008.549481
-70.0,40,25101.838813
-100.0,40,25186.633636
990.0,40,25279.216903
210.0,40,25374.838908
160.0,40,25460.833764
60.0,40,25551.142909
170.0,41,25641.81474
390.0,41,25736.421357
0.0,40,25828.604555
-280.0,28,25916.753177
360.0,41,26009.010096
680.0,40,26098.102198
490.0,41,26186.956959
-40.0,41,26277.056297
390.0,40,26365.312177
340.0,41,26455.979792
210.0,41,26547.382144
-140.0,40,26636.613514
310.0,41,26727.746233
1290.0,41,26819.439854
20.0,40,26916.985777
200.0,32,26997.569419
290.0,40,27093.016998
-70.0,40,27187.03458
-30.0,40,27278.45701
170.0,40,27372.835612
