#{"t_start": 1560132179.2112176, "env_id": "Diplomacy_Negotiation-v0"}
r,l,t
-170.0,24,9748.828858
800.0,41,9833.332451
140.0,26,9887.938883
370.0,40,9972.219845
-70.0,36,10058.636761
-190.0,26,10141.905813
770.0,40,10221.668143
180.0,40,10309.874118
80.0,28,10367.202107
520.0,40,10447.896414
230.0,40,10527.65115
950.0,40,10610.86031
400.0,40,10691.815686
350.0,40,10771.948477
100.0,34,10840.86517
840.0,40,10923.454662
500.0,40,11005.641664
-100.0,26,11060.787551
100.0,40,11140.23084
290.0,40,11221.282688
940.0,40,11303.053849
910.0,41,11388.258617
-260.0,10,11473.008827
480.0,41,11560.794309
-310.0,16,11635.650271
360.0,34,11710.500568
410.0,40,11791.083469
30.0,36,11870.100837
220.0,41,11953.449764
-150.0,36,12033.923144
170.0,40,12119.687241
-40.0,38,12205.504083
440.0,40,12291.387751
50.0,40,12376.845798
480.0,40,12460.315813
-20.0,40,12542.113394
60.0,36,12615.97827
260.0,40,12702.459544
-280.0,16,12780.706422
390.0,40,12863.229571
300.0,40,12947.34828
280.0,40,13029.945681
70.0,40,13114.724672
120.0,40,13199.199884
490.0,40,13287.875652
-260.0,20,13366.685325
-240.0,24,13447.193377
460.0,41,13534.872369
850.0,41,13624.126095
380.0,41,13714.170357
20.0,30,13773.822396
530.0,26,13827.900522
300.0,40,13908.940122
240.0,40,13998.164936
130.0,40,14082.605559
460.0,41,14170.448419
870.0,41,14257.760155
230.0,40,14336.383578
230.0,40,14415.332743
420.0,41,14500.5636
190.0,41,14588.161175
20.0,28,14653.979349
-30.0,40,14738.526494
-10.0,40,14820.541047
-160.0,28,14906.300508
-310.0,16,14994.290318
220.0,41,15088.157572
150.0,41,15174.343089
110.0,40,15263.70185
570.0,40,15342.349991
220.0,40,15428.658396
210.0,40,15513.928548
1000.0,41,15598.693204
310.0,40,15679.475272
1480.0,41,15765.878356
-80.0,34,15839.94915
300.0,40,15916.344653
130.0,41,16002.116626
680.0,40,16086.875875
-40.0,36,16171.861109
300.0,41,16255.131107
170.0,36,16329.335758
0.0,32,16397.026027
410.0,24,16449.703314
260.0,40,16540.628381
-200.0,20,16624.413885
-220.0,24,16712.20021
40.0,34,16780.366432
-60.0,38,16861.877607
320.0,41,16946.106991
690.0,40,17040.54072
-340.0,12,17092.020198
280.0,40,17175.530731
-30.0,40,17259.411141
110.0,40,17350.530223
440.0,40,17434.054335
-90.0,38,17525.626182
550.0,40,17606.830574
-50.0,40,17685.648201
130.0,41,17766.967812
20.0,41,17856.94947
-120.0,32,17939.00044
310.0,40,18019.931083
270.0,40,18101.534563
170.0,41,18184.045256
490.0,40,18268.999971
