#{"t_start": 1561161604.662738, "env_id": "Diplomacy_Negotiation-v0"}
r,l,t
240.0,41,16807.752192
750.0,40,16889.026049
950.0,40,16970.457194
-190.0,40,17077.043376
70.0,36,17156.26145
-300.0,16,17233.688522
740.0,40,17317.125019
240.0,34,17392.344652
-40.0,41,17484.087593
70.0,40,17574.125923
270.0,41,17661.380608
-60.0,40,17744.266455
310.0,40,17832.401703
-140.0,34,17906.299695
210.0,40,17992.47425
50.0,40,18084.730376
10.0,40,18164.023569
850.0,40,18249.969413
200.0,40,18327.948116
230.0,40,18414.736247
110.0,40,18502.469522
-290.0,18,18591.026123
-60.0,41,18674.879816
620.0,41,18761.559009
0.0,22,18808.815352
-380.0,28,18890.764821
30.0,41,18978.759197
450.0,40,19059.242015
550.0,40,19142.641916
-300.0,20,19223.774752
-150.0,34,19296.944312
150.0,40,19380.169574
310.0,41,19467.67238
740.0,40,19553.602022
20.0,26,19609.096664
510.0,40,19706.906023
300.0,40,19791.23027
450.0,40,19879.655611
620.0,40,19963.944656
750.0,40,20052.802635
130.0,40,20140.580177
-250.0,26,20234.897533
1000.0,41,20321.541104
220.0,40,20414.50111
-100.0,41,20499.9053
-300.0,24,20589.110352
-300.0,22,20670.946933
240.0,41,20759.01837
210.0,34,20834.821769
1400.0,32,20903.418102
720.0,30,20967.554263
60.0,40,21051.201997
120.0,40,21138.239439
-110.0,40,21227.10034
340.0,40,21312.955098
110.0,41,21398.705777
-60.0,40,21483.836669
-380.0,30,21567.318357
30.0,40,21654.214698
130.0,36,21727.810742
-290.0,40,21809.181734
-300.0,22,21888.888567
230.0,41,21976.999443
830.0,41,22061.902108
340.0,40,22145.636008
340.0,41,22227.89396
-70.0,38,22307.973577
-300.0,18,22391.076257
-100.0,40,22486.357561
-130.0,40,22582.876676
220.0,41,22668.638944
0.0,41,22755.460146
1410.0,30,22821.880391
310.0,28,22879.80211
-300.0,28,22961.904934
-290.0,24,23039.637522
260.0,40,23122.761204
1100.0,40,23208.293068
-300.0,34,23293.240633
440.0,40,23378.321441
220.0,40,23457.272151
330.0,40,23541.828501
740.0,40,23630.423567
1280.0,40,23729.22811
-380.0,34,23820.324766
-70.0,36,23903.597893
260.0,41,23993.075112
520.0,41,24083.502951
-300.0,20,24164.119741
330.0,41,24249.835227
120.0,41,24335.239377
350.0,38,24417.233125
170.0,41,24507.270791
1410.0,30,24572.728145
-220.0,40,24664.575052
340.0,40,24751.18143
180.0,40,24839.218674
210.0,41,24924.665662
420.0,34,24997.900527
110.0,40,25081.863482
-250.0,40,25173.423038
250.0,34,25247.292937
-90.0,41,25332.871083
430.0,40,25419.046909
310.0,41,25502.625405
-300.0,24,25574.607584
-300.0,18,25656.011698
160.0,40,25746.564074
130.0,41,25832.050481
440.0,41,25918.864795
430.0,41,25999.747519
-40.0,40,26089.418077
430.0,41,26177.56158
20.0,41,26265.558275
40.0,40,26349.464386
20.0,41,26437.208877
110.0,40,26525.434248
360.0,40,26611.136721
-250.0,40,26700.812047
-300.0,28,26780.439427
200.0,41,26863.407474
620.0,41,26949.183146
950.0,41,27041.15
1530.0,32,27111.611411
140.0,40,27201.266073
310.0,40,27288.038338
250.0,40,27383.863136
1520.0,32,27455.67446
1130.0,40,27546.602119
230.0,40,27633.935479
30.0,41,27722.413216
1420.0,32,27793.123365
300.0,41,27880.508108
10.0,36,27959.485112
510.0,41,28045.384519
710.0,40,28134.021757
1010.0,41,28224.401997
0.0,41,28308.728105
-300.0,20,28392.318283
-80.0,38,28481.73143
720.0,41,28574.715381
-290.0,26,28659.907813
230.0,41,28747.812466
310.0,40,28834.422719
-190.0,40,28925.031388
300.0,41,29010.286411
30.0,40,29103.947744
800.0,40,29191.443591
20.0,41,29279.212247
-100.0,28,29343.148554
300.0,34,29420.711108
-100.0,30,29486.201421
-300.0,22,29550.780104
-80.0,40,29634.958277
-280.0,36,29728.512335
-80.0,40,29811.882316
200.0,40,29898.827119
300.0,41,29987.71257
110.0,34,30060.306195
10.0,41,30152.089714
10.0,41,30241.279045
-370.0,32,30328.344763
120.0,40,30421.354168
130.0,40,30514.679188
1240.0,41,30609.693291
-140.0,40,30697.130119
500.0,40,30786.24283
130.0,41,30875.822578
500.0,40,30960.397207
-300.0,22,31045.006935
0.0,41,31126.272888
600.0,40,31212.370091
420.0,40,31308.126559
-300.0,18,31392.439435
210.0,41,31474.203849
320.0,41,31561.125817
-300.0,20,31649.185447
420.0,40,31737.328946
-280.0,34,31821.876731
310.0,41,31909.983999
420.0,41,31998.034432
810.0,41,32084.463694
110.0,40,32172.485227
410.0,41,32262.457034
100.0,41,32357.526091
10.0,41,32448.957105
-290.0,28,32539.579152
310.0,30,32609.795846
110.0,41,32698.144219
200.0,41,32785.599289
710.0,40,32877.95785
-100.0,41,32964.460177
320.0,40,33054.431442
400.0,41,33145.301821
-90.0,41,33236.370367
310.0,41,33324.31941
-300.0,18,33413.948188
120.0,41,33507.682333
60.0,61,33722.67806
-200.0,32,33795.568066
-140.0,40,33881.928568
-260.0,28,33960.254458
-30.0,41,34059.082699
400.0,40,34145.836087
140.0,24,34196.299019
-50.0,38,34274.813607
-270.0,28,34351.328677
-230.0,36,34431.495031
-300.0,20,34507.657557
50.0,41,34596.042389
250.0,40,34673.971786
50.0,38,34756.489106
-180.0,38,34841.788638
1060.0,40,34927.648279
-130.0,40,35020.483721
90.0,40,35106.728625
-240.0,22,35195.369094
20.0,40,35288.755746
-100.0,40,35381.699483
180.0,40,35463.941765
-30.0,40,35562.44277
370.0,40,35642.803618
-340.0,38,35724.155811
80.0,32,35788.493699
280.0,40,35872.91694
-220.0,30,35963.93378
390.0,40,36040.131248
350.0,40,36121.736945
-280.0,22,36201.443764
290.0,40,36286.201562
-270.0,20,36359.302428
10.0,40,36442.467834
-270.0,22,36516.960556
40.0,41,36608.471475
0.0,40,36693.40591
-110.0,32,36777.87343
240.0,40,36856.713825
200.0,40,36952.516766
-100.0,40,37044.296636
400.0,40,37120.287491
40.0,40,37200.242217
-80.0,40,37296.491615
1530.0,26,37355.06083
-350.0,24,37434.467729
450.0,40,37519.050749
240.0,40,37610.61709
-20.0,40,37687.056779
480.0,40,37771.217875
-50.0,40,37845.927461
-280.0,22,37920.791025
-30.0,41,38011.767324
-220.0,30,38081.410312
-70.0,22,38130.346957
240.0,41,38205.988728
-290.0,14,38266.689366
270.0,40,38352.564993
-250.0,26,38421.022034
220.0,40,38501.101942
30.0,41,38583.037452
-310.0,34,38657.252389
-220.0,38,38743.604105
220.0,34,38817.456706
430.0,30,38880.394013
-270.0,14,38957.953944
-50.0,41,39039.84541
570.0,40,39130.570743
220.0,38,39210.850839
110.0,40,39300.857483
-270.0,30,39382.433524
590.0,40,39465.758514
350.0,41,39546.238157
80.0,40,39627.923456
240.0,40,39708.162511
220.0,40,39800.590026
260.0,40,39880.900833
830.0,40,39965.664478
-290.0,20,40042.218645
460.0,40,40127.353278
-20.0,40,40207.259312
-180.0,32,40273.890178
-210.0,40,40363.199051
710.0,41,40445.723456
-150.0,30,40518.165083
180.0,40,40598.428495
60.0,40,40684.573043
-160.0,40,40769.172596
-280.0,14,40853.010697
150.0,40,40932.867453
-250.0,28,41011.378686
-260.0,32,41093.441767
20.0,24,41151.327184
250.0,40,41233.122872
-60.0,41,41316.045416
170.0,40,41404.06275
880.0,40,41497.281101
170.0,40,41586.188577
370.0,40,41671.632102
-80.0,36,41746.953372
470.0,40,41840.034784
430.0,40,41924.02952
1210.0,40,42006.953373
310.0,41,42090.299994
-280.0,22,42157.101119
70.0,41,42246.744964
-270.0,38,42332.568341
-160.0,38,42410.666473
100.0,28,42468.553603
540.0,40,42552.900502
0.0,20,42595.654828
450.0,41,42687.86806
-250.0,38,42772.369006
-40.0,40,42847.618375
180.0,40,42935.971704
520.0,40,43017.985918
-280.0,28,43083.271119
850.0,40,43172.971641
-60.0,40,43250.394919
-100.0,41,43331.984387
150.0,40,43421.16285
230.0,40,43507.368889
230.0,41,43595.989137
150.0,40,43678.396113
250.0,40,43763.436112
-40.0,38,43840.684114
-70.0,40,43932.62042
1520.0,30,44006.769097
340.0,40,44090.48701
80.0,40,44189.042547
140.0,41,44276.476845
-290.0,30,44339.167672
140.0,40,44424.503674
-70.0,34,44495.605341
50.0,40,44579.841297
-240.0,38,44665.057812
-180.0,40,44744.191946
420.0,41,44831.338197
0.0,28,44894.069468
120.0,26,44956.836602
30.0,40,45046.491623
-160.0,38,45134.431439
340.0,40,45226.714559
250.0,40,45315.328092
340.0,40,45399.841566
120.0,41,45481.550558
340.0,41,45570.097637
340.0,40,45652.193191
30.0,40,45743.242554
420.0,40,45835.421728
150.0,41,45934.295105
-280.0,28,46000.982497
-190.0,41,46086.749104
550.0,80,46257.231518
-260.0,32,46336.88449
310.0,40,46422.474448
20.0,40,46508.278619
-70.0,40,46593.757809
-190.0,34,46667.457521
730.0,40,46755.408718
-300.0,26,46835.610637
1040.0,40,46926.966731
1630.0,38,47016.885409
50.0,36,47097.276288
-200.0,24,47150.961559
-250.0,34,47235.594645
1480.0,51,47450.088762
280.0,28,47625.690028
-290.0,34,47711.630364
210.0,40,47797.992893
400.0,40,47883.293954
400.0,41,47970.651551
430.0,40,48061.366904
-300.0,28,48147.181897
220.0,40,48238.769596
10.0,41,48322.639086
110.0,34,48403.383625
10.0,28,48468.159652
-300.0,20,48555.906842
440.0,41,48649.318714
1400.0,24,48705.500787
-300.0,20,48791.344458
300.0,41,48880.269116
-60.0,36,48966.1418
440.0,40,49054.584245
310.0,41,49137.4691
350.0,40,49232.382104
220.0,32,49313.524367
410.0,38,49408.25136
-100.0,26,49471.12615
100.0,41,49564.129678
550.0,41,49657.971491
210.0,41,49766.411334
600.0,40,49857.523856
330.0,40,49946.915102
100.0,41,50033.587109
320.0,41,50124.961487
100.0,41,50213.692985
700.0,41,50299.593068
-100.0,41,50388.84995
310.0,41,50476.161481
-260.0,40,50565.46811
210.0,41,50656.987037
220.0,40,50745.214779
330.0,40,50833.500079
